Name,Size,Timings,Owner,Rent,Location,City,State,Date,Time,Item,Item_Description,Packed,Quantity,Sold,UnitPrice,Profit
Bahadurjit's Pan Shop,116,10:00 - 21:00,Yachana Thakkar,3184,"H.No. 18, Malhotra Ganj",Mysore,Karnataka,2025-08-02,05:39:22,Sweets,Local,No,79,68,35.67,277.41
Bahadurjit's Pan Shop,116,10:00 - 21:00,Yachana Thakkar,3184,"H.No. 18, Malhotra Ganj",Mysore,Karnataka,2025-07-14,03:12:37,Chewing Gum,Domestic,Yes,98,55,35.02,408.95
Bahadurjit's Pan Shop,116,10:00 - 21:00,Yachana Thakkar,3184,"H.No. 18, Malhotra Ganj",Mysore,Karnataka,2025-07-23,00:16:47,Mysorepak,Local,No,48,27,20.34,169.68
Bahadurjit's Pan Shop,116,10:00 - 21:00,Yachana Thakkar,3184,"H.No. 18, Malhotra Ganj",Mysore,Karnataka,2025-07-22,23:19:53,Cigarettes,International,Yes,10,10,16.55,35.32
Bahadurjit's Pan Shop,116,10:00 - 21:00,Yachana Thakkar,3184,"H.No. 18, Malhotra Ganj",Mysore,Karnataka,2025-07-19,20:17:18,Peanuts,Local,No,7,2,3.25,2.49
Bahadurjit's Pan Shop,116,10:00 - 21:00,Yachana Thakkar,3184,"H.No. 18, Malhotra Ganj",Mysore,Karnataka,2025-07-30,18:56:40,Sweets,Local,No,37,17,9.49,24.34
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-19,09:17:42,Cigarettes,International,Yes,33,12,34.72,72.8
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-31,06:38:06,Match Boxes,Local,No,27,15,24.79,112.45
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-01,12:52:17,Lighters,Local,Yes,9,5,46.57,64.68
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-24,04:59:19,Chocolates,International,Yes,46,18,44.91,165.7
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-11,18:34:52,Biscuits,International,Yes,12,9,36.47,80.31
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-18,21:25:18,Drinks,Domestic,Yes,45,9,32.34,95.91
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-30,08:16:23,Lighters,Local,Yes,94,41,51.21,613.35
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-03,00:36:37,Chewing Gum,International,Yes,15,13,16.1,76.41
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-18,13:48:03,Biscuits,International,Yes,49,15,48.18,264.21
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-29,01:15:48,Match Boxes,Local,No,60,44,5.83,37.16
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-04,00:01:00,Soda,International,Yes,63,16,29.44,114.98
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-01,03:07:27,Drinks,International,Yes,11,5,39.56,50.09
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-21,08:07:39,Chocolates,International,Yes,88,16,9.58,47.5
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-28,16:33:01,Cigarettes,International,Yes,41,30,56.1,550.17
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-11,23:20:52,Chocolates,Domestic,Yes,63,57,11.44,126.58
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-21,03:29:42,Jelly,Local,No,45,35,14.76,129.38
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-26,01:43:50,Mysorepak,Local,No,33,17,44.6,139.85
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-27,00:23:45,Chewing Gum,International,Yes,71,46,10.63,72.57
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-03,23:16:27,Mysorepak,Local,No,65,63,6.95,58.79
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-06,19:45:54,Soda,International,Yes,23,3,52.19,20.76
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-09,21:52:43,Lighters,Local,Yes,78,57,47.54,472.16
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-25,19:49:28,Soda,Domestic,Yes,69,58,19.72,385.4
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-03,13:57:44,Chips,International,Yes,67,5,30.86,33.48
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-04,14:31:33,Chewing Gum,Domestic,Yes,84,51,2.62,47.72
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-09,20:37:26,Sweets,Local,No,68,38,51.21,623.38
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-19,03:58:17,Chocolates,International,Yes,72,66,20.76,537.72
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-20,01:59:57,Biscuits,Domestic,Yes,95,44,49.48,222.11
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-13,19:39:16,Soanpapdi,Local,No,47,11,11.5,46.1
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-23,22:55:06,Chocolates,Domestic,Yes,71,57,5.14,76.92
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-24,02:26:49,Soanpapdi,Local,No,12,5,45.34,31.14
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-07-20,23:13:08,Soanpapdi,Local,No,12,9,32.27,114.42
Viraj's Pan Shop,123,8:00 - 20:00,Neelima Natarajan,7196,"H.No. 933, Nayar Ganj",Lucknow,Uttar Pradesh,2025-08-08,17:47:58,Peanuts,Local,No,46,2,24.1,11.93
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-20,13:36:13,Chips,International,Yes,50,6,46.83,76.61
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-08-07,01:13:37,Soanpapdi,Local,No,18,16,28.73,112.38
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-08-02,19:42:26,Biscuits,Domestic,Yes,16,4,28.89,17.25
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-26,06:19:41,Chocolates,International,Yes,44,13,29.46,48.29
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-20,09:25:16,Cigarettes,International,Yes,93,36,30.09,379.2
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-18,11:07:03,Mysorepak,Local,No,45,19,13.99,104.67
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-27,02:04:27,Mysorepak,Local,No,59,5,34.29,22.34
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-13,15:45:40,Drinks,International,Yes,9,4,29.13,41.14
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-08-09,16:12:59,Chips,Domestic,Yes,65,20,57.79,142.11
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-11,10:33:33,Biscuits,International,Yes,24,8,39.39,51.24
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-08-02,05:53:01,Chips,International,Yes,76,49,5.9,102.66
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-26,16:29:19,Lighters,Local,Yes,81,3,23.17,21.23
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-19,11:41:40,Jelly,Local,No,23,11,11.93,42.9
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-31,07:18:01,Soanpapdi,Local,No,7,4,44.17,57.36
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-29,07:19:03,Biscuits,Domestic,Yes,39,34,24.81,273.61
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-24,16:12:42,Match Boxes,Local,No,66,2,7.38,3.74
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-08-01,05:58:25,Soda,International,Yes,48,8,4.48,10.86
Max's Pan Shop,101,9:00 - 21:00,Brijesh Dugar,3163,"144
Verma Road",New Delhi,Delhi,2025-07-21,10:16:13,Match Boxes,Local,No,65,52,35.17,238.25
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-15,13:01:19,Chocolates,International,Yes,75,34,49.44,417.5
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-28,21:56:28,Match Boxes,Local,No,84,63,28.21,261.09
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-12,22:35:51,Chocolates,Domestic,Yes,26,14,17.32,62.8
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-29,05:33:37,Sweets,Local,No,58,11,8.59,30.8
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-27,08:47:23,Match Boxes,Local,No,70,39,11.14,169.66
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-14,05:32:53,Soanpapdi,Local,No,17,5,27.56,35.87
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-30,20:12:48,Match Boxes,Local,No,59,55,41.73,749.91
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-26,07:52:52,Chocolates,International,Yes,68,12,37.4,120.6
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-20,04:19:48,Cigarettes,Domestic,Yes,70,60,27.94,454.74
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-22,22:03:03,Soanpapdi,Local,No,46,42,6.46,68.52
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-23,16:26:20,Chips,Domestic,Yes,8,4,19.13,10.93
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-19,10:22:32,Chewing Gum,International,Yes,71,71,28.92,651.75
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-16,23:57:59,Soda,Domestic,Yes,61,9,8.67,14.06
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-08-04,15:57:39,Chewing Gum,Domestic,Yes,98,5,28.9,18.06
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-08-01,01:20:50,Chewing Gum,Domestic,Yes,67,40,19.51,255.47
Meghana's Pan Shop,82,10:00 - 21:00,Hredhaan Sachar,11969,"H.No. 38, Wali Marg",New Delhi,Delhi,2025-07-30,05:47:32,Chips,International,Yes,98,3,18.28,15.85
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-14,02:47:50,Biscuits,International,Yes,87,8,15.25,38.99
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-27,16:59:30,Biscuits,Domestic,Yes,27,11,5.92,12.53
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-11,23:57:55,Lighters,Local,Yes,72,9,38.17,104.19
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-08-05,14:44:28,Soanpapdi,Local,No,35,32,18.18,133.66
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-08-02,05:24:30,Drinks,Domestic,Yes,43,12,22.84,101.65
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-14,12:27:12,Chips,International,Yes,16,16,19.94,36.88
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-19,17:48:56,Sweets,Local,No,58,31,48.01,414.03
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-22,00:03:21,Peanuts,Local,No,15,1,57.23,22.09
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-20,22:19:28,Cigarettes,Domestic,Yes,47,40,44.04,470.19
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-12,07:44:36,Chewing Gum,Domestic,Yes,41,27,30.05,282.82
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-12,11:40:04,Lighters,Local,Yes,56,42,4.05,54.85
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-18,04:21:40,Peanuts,Local,No,8,5,52.37,35.34
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-08-09,23:33:02,Soanpapdi,Local,No,67,28,29.84,256.73
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-15,04:15:10,Cigarettes,International,Yes,59,11,7.39,9.7
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-11,20:24:52,Chips,International,Yes,21,8,49.88,144.92
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-07-27,04:58:10,Chocolates,Domestic,Yes,33,33,33.07,286.29
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-08-04,18:34:42,Chips,International,Yes,63,48,10.09,69.65
Tanvi's Pan Shop,86,11:00 - 21:00,Timothy Dey,9336,"77
Nazareth Ganj",Mysore,Karnataka,2025-08-08,08:02:35,Soanpapdi,Local,No,76,25,12.39,73.04
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-05,09:42:47,Jelly,Local,No,62,8,13.7,37.59
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-20,23:55:24,Cigarettes,Domestic,Yes,28,4,18.02,12.38
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-07,13:24:03,Chocolates,Domestic,Yes,6,6,47.74,75.1
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-23,11:52:06,Biscuits,International,Yes,7,6,19.43,39.03
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-29,07:50:56,Mysorepak,Local,No,74,41,11.65,154.52
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-01,22:34:02,Mysorepak,Local,No,54,41,12.81,100.29
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-30,23:23:56,Biscuits,International,Yes,86,8,13.95,12.72
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-28,21:13:11,Match Boxes,Local,No,14,5,36.63,65.43
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-07,17:39:25,Sweets,Local,No,49,47,36.57,551.61
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-12,19:21:53,Chips,Domestic,Yes,88,83,30.81,773.34
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-23,04:45:27,Lighters,Local,Yes,83,83,39.77,661.57
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-02,21:28:03,Mysorepak,Local,No,85,80,23.77,207.72
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-04,00:47:35,Chips,International,Yes,87,63,28.56,335.01
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-19,09:33:47,Cigarettes,International,Yes,65,63,20.67,401.84
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-22,21:20:14,Lighters,Local,Yes,95,74,21.58,351.18
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-01,16:59:18,Soanpapdi,Local,No,51,22,27.92,121.35
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-31,16:24:35,Soanpapdi,Local,No,49,24,44.32,303.45
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-19,18:35:19,Sweets,Local,No,78,55,23.61,233.2
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-22,17:29:33,Soanpapdi,Local,No,32,29,54.94,411.52
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-13,10:11:00,Lighters,Local,Yes,38,14,29.98,74.94
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-14,21:34:24,Lighters,Local,Yes,73,22,39.44,319.35
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-01,23:33:24,Drinks,Domestic,Yes,94,14,49.21,167.93
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-21,07:19:54,Chips,International,Yes,90,71,10.76,107.61
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-07,02:21:23,Jelly,Local,No,57,27,30.98,128.31
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-01,22:23:17,Sweets,Local,No,21,2,23.11,5.9
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-21,11:20:31,Soanpapdi,Local,No,85,39,55.3,752.07
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-14,20:27:21,Chocolates,International,Yes,13,9,35.12,79.12
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-19,14:52:39,Soda,International,Yes,74,16,26.67,152.73
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-08,12:10:52,Mysorepak,Local,No,100,86,21.92,720.88
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-23,16:18:16,Drinks,International,Yes,55,13,15.07,20.84
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-17,16:20:33,Soda,Domestic,Yes,75,70,16.37,420.05
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-09,15:52:52,Lighters,Local,Yes,80,15,23.35,85.4
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-02,23:02:34,Mysorepak,Local,No,62,14,18.23,30.35
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-29,05:31:03,Mysorepak,Local,No,30,22,19.57,92.1
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-24,19:31:13,Soanpapdi,Local,No,77,15,17.02,71.91
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-17,19:26:31,Mysorepak,Local,No,70,65,23.67,178.11
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-22,01:43:09,Sweets,Local,No,73,5,44.91,23.84
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-22,06:59:16,Match Boxes,Local,No,77,19,18.88,120.53
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-08-02,19:56:31,Biscuits,International,Yes,54,36,43.33,419.67
Nandini's Pan Shop,110,7:00 - 22:00,Henry Tailor,10411,"04/009
Brar Zila",Mysore,Karnataka,2025-07-14,22:22:31,Soanpapdi,Local,No,34,3,21.25,17.45
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-08-01,15:08:59,Lighters,Local,Yes,13,12,17.71,84.89
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-08-07,07:15:46,Sweets,Local,No,64,27,5.08,54.58
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-07-17,20:50:49,Soda,International,Yes,68,65,21.05,404.15
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-07-31,17:41:32,Soanpapdi,Local,No,52,50,3.84,56.19
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-07-17,04:36:27,Cigarettes,Domestic,Yes,65,16,21.41,81.19
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-07-11,02:39:09,Biscuits,International,Yes,79,72,34.3,864.02
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-07-29,00:36:30,Mysorepak,Local,No,27,13,58.45,182.55
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-07-13,15:34:21,Peanuts,Local,No,47,22,48.89,181.48
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-07-24,01:39:36,Match Boxes,Local,No,82,34,3.01,21.81
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-07-27,05:48:05,Chocolates,Domestic,Yes,32,30,57.92,652.55
Manthan's Pan Shop,138,7:00 - 20:00,Umang Khare,6421,"892
Raja Path",Pune,Maharashtra,2025-08-08,07:50:15,Peanuts,Local,No,64,21,59.51,414.02
