Name,Date,Time,Item,Item_Description,Packed,Quantity,Sold,UnitPrice,Profit
Harrison's Pan Shop,2025-08-04,10:47:01,Mysorepak,Local,No,66,52,4.19,47.17
Aradhana's Pan Shop,2025-07-16,01:35:33,Biscuits,International,Yes,68,67,16.41,285.18
Ayushman's Pan Shop,2025-07-26,02:44:56,Soanpapdi,Local,No,20,11,31.54,126.38
Sanya's Pan Shop,2025-07-24,04:53:51,Sweets,Local,No,50,28,2.91,18.94
Radhika's Pan Shop,2025-07-26,00:36:36,Peanuts,Local,No,87,72,11.84,177.81
Jeevika's Pan Shop,2025-08-09,17:10:42,Sweets,Local,No,83,48,3.63,37.07
Ridhi's Pan Shop,2025-07-15,11:49:53,Jelly,Local,No,41,11,15.14,30.77
Lekha's Pan Shop,2025-07-19,22:46:32,Cigarettes,Domestic,Yes,47,6,54.43,82.47
Kritika's Pan Shop,2025-07-21,09:01:42,Soanpapdi,Local,No,23,4,24.32,19.42
Lavanya's Pan Shop,2025-07-25,13:10:30,Soda,International,Yes,24,9,49.18,93.06
Samarth's Pan Shop,2025-08-01,10:47:23,Chocolates,Domestic,Yes,85,42,48.14,219.64
Mekhala's Pan Shop,2025-08-05,13:54:08,Soanpapdi,Local,No,24,12,54.12,82.76
Vaishnavi's Pan Shop,2025-08-01,07:04:52,Cigarettes,Domestic,Yes,7,4,29.98,12.39
Urvashi's Pan Shop,2025-07-31,20:31:26,Chips,Domestic,Yes,68,55,52.16,579.72
Xavier's Pan Shop,2025-07-26,06:02:25,Biscuits,International,Yes,80,23,35.25,121.27
Ekbal's Pan Shop,2025-07-30,04:44:16,Cigarettes,Domestic,Yes,30,6,5.77,9.5
Faraj's Pan Shop,2025-07-25,00:26:37,Chocolates,Domestic,Yes,41,4,25.82,16.55
Hredhaan's Pan Shop,2025-07-21,00:14:35,Lighters,Local,Yes,27,20,46.08,152.04
Mahika's Pan Shop,2025-08-07,05:09:04,Chips,Domestic,Yes,100,48,26.87,176.97
Vaishnavi's Pan Shop,2025-07-15,10:28:17,Match Boxes,Local,No,55,15,45.92,191.98
Daksha's Pan Shop,2025-08-05,22:56:09,Drinks,International,Yes,6,4,29.6,18.11
Maanas's Pan Shop,2025-08-05,17:29:54,Soda,Domestic,Yes,18,7,46.75,122.37
Radhika's Pan Shop,2025-07-16,16:07:03,Peanuts,Local,No,76,53,54.15,829.15
Kashish's Pan Shop,2025-08-07,11:33:30,Jelly,Local,No,39,21,11.21,79.22
Advaith's Pan Shop,2025-07-30,02:09:05,Cigarettes,Domestic,Yes,74,16,47.06,260.71
Damini's Pan Shop,2025-07-29,06:38:20,Soanpapdi,Local,No,92,7,7.24,11.77
Rachit's Pan Shop,2025-07-26,03:20:50,Biscuits,Domestic,Yes,72,17,8.91,26.67
Siddharth's Pan Shop,2025-08-06,16:16:05,Mysorepak,Local,No,55,35,49.82,557.77
Vyanjana's Pan Shop,2025-07-27,03:51:28,Soanpapdi,Local,No,91,68,28.12,250.92
Inaya's Pan Shop,2025-07-14,07:04:08,Soanpapdi,Local,No,34,25,26.85,200.09
Yamini's Pan Shop,2025-07-26,18:02:14,Drinks,Domestic,Yes,86,85,52.84,935.39
Ganga's Pan Shop,2025-08-03,08:53:45,Chewing Gum,International,Yes,78,1,47.68,10.8
Harish's Pan Shop,2025-07-14,04:14:47,Sweets,Local,No,12,6,55.77,120.68
Siddharth's Pan Shop,2025-07-26,05:45:48,Soda,Domestic,Yes,53,1,17.14,2.27
Raagini's Pan Shop,2025-07-16,08:58:03,Chips,Domestic,Yes,95,37,57.76,335.51
Tanvi's Pan Shop,2025-07-12,07:44:36,Chewing Gum,Domestic,Yes,41,27,30.05,282.82
Faraj's Pan Shop,2025-07-31,22:19:24,Cigarettes,International,Yes,32,18,39.33,102.15
Yagnesh's Pan Shop,2025-08-09,21:30:35,Drinks,International,Yes,80,60,12.42,184.4
Jairaj's Pan Shop,2025-07-27,00:50:30,Jelly,Local,No,50,6,21.53,19.48
Bhavna's Pan Shop,2025-07-17,13:02:36,Chewing Gum,Domestic,Yes,24,21,16.82,98.12
Orinder's Pan Shop,2025-07-21,02:07:08,Biscuits,International,Yes,46,2,6.43,3.26
Leela's Pan Shop,2025-07-22,18:49:46,Biscuits,International,Yes,98,11,22.07,33.54
Faqid's Pan Shop,2025-08-02,03:18:00,Cigarettes,International,Yes,52,18,3.25,6.34
Ranveer's Pan Shop,2025-07-20,15:21:57,Mysorepak,Local,No,14,2,23.76,7.49
Zilmil's Pan Shop,2025-07-16,10:12:41,Soanpapdi,Local,No,48,12,47.3,85.66
Amruta's Pan Shop,2025-07-28,04:34:40,Chewing Gum,Domestic,Yes,61,52,3.29,40.38
Zayan's Pan Shop,2025-08-02,16:16:23,Cigarettes,Domestic,Yes,69,61,13.67,103.45
Agastya's Pan Shop,2025-08-01,22:28:20,Peanuts,Local,No,7,3,48.62,21.05
Falguni's Pan Shop,2025-07-31,14:20:44,Lighters,Local,Yes,89,39,57.8,694.12
Hredhaan's Pan Shop,2025-07-24,11:52:51,Chocolates,Domestic,Yes,45,39,49.82,717.81
Jasmit's Pan Shop,2025-07-16,11:39:16,Lighters,Local,Yes,95,13,50.3,209.05
Raghav's Pan Shop,2025-08-06,11:07:05,Drinks,International,Yes,66,58,33.22,332.56
Janya's Pan Shop,2025-07-23,22:31:23,Drinks,Domestic,Yes,46,8,33.3,56.63
Yauvani's Pan Shop,2025-07-14,12:01:36,Chocolates,Domestic,Yes,43,8,43.97,92.38
Harish's Pan Shop,2025-07-18,22:42:26,Jelly,Local,No,67,11,46.68,190.77
Dipta's Pan Shop,2025-08-05,08:18:31,Sweets,Local,No,84,50,11.49,209.0
Balhaar's Pan Shop,2025-07-16,06:57:14,Biscuits,Domestic,Yes,62,16,53.33,171.02
Robert's Pan Shop,2025-08-02,21:58:07,Jelly,Local,No,23,21,42.12,270.97
Raagini's Pan Shop,2025-07-13,17:59:28,Peanuts,Local,No,54,21,56.98,439.67
Aarnav's Pan Shop,2025-07-15,09:09:00,Lighters,Local,Yes,63,13,24.41,112.15
Charita's Pan Shop,2025-08-06,14:51:53,Drinks,International,Yes,57,14,14.75,72.54
Devika's Pan Shop,2025-08-03,03:08:51,Peanuts,Local,No,85,45,42.42,460.9
Orinder's Pan Shop,2025-07-31,09:40:24,Lighters,Local,Yes,41,12,44.62,119.85
Turvi's Pan Shop,2025-08-08,10:32:05,Jelly,Local,No,16,7,37.37,85.92
Aradhana's Pan Shop,2025-07-13,11:45:01,Chewing Gum,Domestic,Yes,56,22,26.49,190.36
Saksham's Pan Shop,2025-07-25,02:32:06,Soda,International,Yes,24,15,8.75,37.35
Harsh's Pan Shop,2025-08-05,11:58:14,Drinks,International,Yes,36,14,24.51,109.76
Vrinda's Pan Shop,2025-07-28,17:40:38,Chewing Gum,International,Yes,7,3,57.88,63.87
Zilmil's Pan Shop,2025-07-25,04:19:07,Cigarettes,International,Yes,8,4,32.29,15.23
Quincy's Pan Shop,2025-07-11,18:42:04,Drinks,International,Yes,98,95,31.66,771.29
Bhavna's Pan Shop,2025-08-09,14:35:22,Soda,Domestic,Yes,54,1,8.65,0.95
Atharv's Pan Shop,2025-08-07,03:35:28,Sweets,Local,No,28,8,46.37,84.66
Abdul's Pan Shop,2025-08-09,04:17:00,Match Boxes,Local,No,53,37,18.1,260.67
Eesha's Pan Shop,2025-07-19,21:44:59,Peanuts,Local,No,95,54,22.47,372.18
Devika's Pan Shop,2025-07-29,04:54:23,Cigarettes,Domestic,Yes,32,13,52.9,209.61
Zayyan's Pan Shop,2025-08-01,15:03:02,Soanpapdi,Local,No,32,1,27.54,7.35
Hredhaan's Pan Shop,2025-07-31,11:06:25,Chips,Domestic,Yes,80,52,18.48,177.13
Xiti's Pan Shop,2025-08-02,09:32:09,Drinks,Domestic,Yes,73,53,41.69,444.31
Robert's Pan Shop,2025-07-27,03:09:14,Drinks,International,Yes,33,29,22.34,210.48
Xavier's Pan Shop,2025-07-15,00:58:53,Chips,International,Yes,24,1,55.73,17.45
Siddharth's Pan Shop,2025-07-30,07:36:31,Match Boxes,Local,No,30,29,6.89,48.68
Samarth's Pan Shop,2025-08-07,00:02:31,Match Boxes,Local,No,37,10,42.7,143.6
Yagnesh's Pan Shop,2025-07-17,18:20:16,Soda,Domestic,Yes,46,22,25.96,201.55
Bhavna's Pan Shop,2025-07-22,22:40:42,Lighters,Local,Yes,77,33,11.88,142.61
Udarsh's Pan Shop,2025-07-28,22:11:56,Lighters,Local,Yes,100,28,52.04,514.95
Manya's Pan Shop,2025-08-04,19:03:35,Jelly,Local,No,10,5,21.86,32.02
Samarth's Pan Shop,2025-07-27,06:39:42,Drinks,International,Yes,55,44,8.21,50.62
Faqid's Pan Shop,2025-07-20,05:49:54,Sweets,Local,No,58,27,26.35,72.04
Bimala's Pan Shop,2025-07-23,12:43:40,Sweets,Local,No,65,30,44.52,495.62
Noah's Pan Shop,2025-07-30,21:54:53,Soanpapdi,Local,No,70,37,10.14,123.07
Zilmil's Pan Shop,2025-07-18,18:42:52,Chips,Domestic,Yes,61,33,59.52,579.7
Krishna's Pan Shop,2025-07-13,07:43:38,Match Boxes,Local,No,11,8,40.93,118.43
Pallavi's Pan Shop,2025-07-25,02:26:05,Peanuts,Local,No,32,10,41.8,160.56
Ojasvi's Pan Shop,2025-07-11,05:32:27,Lighters,Local,Yes,6,1,20.63,7.43
Wishi's Pan Shop,2025-07-29,22:23:58,Sweets,Local,No,42,33,26.19,142.11
Harsh's Pan Shop,2025-07-24,06:17:10,Mysorepak,Local,No,100,98,33.87,1044.26
Ekavir's Pan Shop,2025-08-07,04:40:17,Biscuits,Domestic,Yes,12,7,42.14,65.42
Varsha's Pan Shop,2025-07-16,22:02:33,Jelly,Local,No,16,8,12.46,39.69
Triveni's Pan Shop,2025-07-19,21:42:56,Soanpapdi,Local,No,87,80,12.25,174.11
Avni's Pan Shop,2025-07-13,17:13:24,Cigarettes,International,Yes,9,8,25.3,21.29
Ranveer's Pan Shop,2025-07-22,21:26:47,Drinks,International,Yes,16,1,39.69,12.76
Ekanta's Pan Shop,2025-07-23,12:28:02,Sweets,Local,No,57,6,9.4,20.2
Viraj's Pan Shop,2025-08-03,23:16:27,Mysorepak,Local,No,65,63,6.95,58.79
Ekavir's Pan Shop,2025-08-06,05:43:06,Match Boxes,Local,No,54,15,42.3,157.42
Maanas's Pan Shop,2025-07-11,06:01:38,Lighters,Local,Yes,84,30,16.6,143.19
Yashica's Pan Shop,2025-07-29,14:24:58,Jelly,Local,No,16,12,53.22,170.72
Owen's Pan Shop,2025-07-12,15:56:19,Lighters,Local,Yes,41,23,42.18,275.13
Nathaniel's Pan Shop,2025-08-05,11:37:06,Sweets,Local,No,100,90,10.17,306.2
Mekhala's Pan Shop,2025-07-12,18:18:34,Cigarettes,Domestic,Yes,61,50,10.98,195.31
Tanveer's Pan Shop,2025-07-30,15:19:54,Chocolates,International,Yes,37,14,10.36,51.24
Onveer's Pan Shop,2025-07-26,05:44:11,Soda,International,Yes,60,47,11.75,102.62
Vaishnavi's Pan Shop,2025-07-26,05:45:00,Mysorepak,Local,No,77,43,28.34,202.48
Ranveer's Pan Shop,2025-08-07,09:00:44,Drinks,Domestic,Yes,85,16,29.79,144.32
Faras's Pan Shop,2025-08-06,03:24:24,Peanuts,Local,No,76,40,37.95,460.25
Owen's Pan Shop,2025-07-31,00:37:50,Lighters,Local,Yes,56,43,52.93,409.9
Yashawini's Pan Shop,2025-08-03,00:41:59,Soda,International,Yes,63,8,40.43,108.4
Bimala's Pan Shop,2025-07-31,13:28:33,Biscuits,International,Yes,65,61,25.03,310.24
Aarush's Pan Shop,2025-07-19,21:51:01,Match Boxes,Local,No,61,36,39.21,485.38
Falan's Pan Shop,2025-07-14,13:21:17,Jelly,Local,No,91,87,47.37,657.56
Onveer's Pan Shop,2025-07-24,02:05:41,Soda,Domestic,Yes,83,32,51.39,493.5
Jagat's Pan Shop,2025-07-24,10:57:09,Sweets,Local,No,88,10,31.36,62.58
Isaiah's Pan Shop,2025-07-23,20:34:30,Match Boxes,Local,No,13,11,32.45,94.71
Leena's Pan Shop,2025-07-23,11:11:14,Biscuits,Domestic,Yes,35,21,40.16,172.49
Jasmit's Pan Shop,2025-08-07,17:47:53,Soda,International,Yes,75,43,38.81,187.77
Anamika's Pan Shop,2025-07-18,02:43:48,Mysorepak,Local,No,55,22,8.86,23.57
Ayushman's Pan Shop,2025-07-13,10:17:30,Jelly,Local,No,95,16,49.99,280.09
Balhaar's Pan Shop,2025-08-03,10:06:55,Chewing Gum,Domestic,Yes,85,43,24.37,387.5
Yagnesh's Pan Shop,2025-07-17,01:02:21,Cigarettes,International,Yes,46,17,13.42,57.42
Ati's Pan Shop,2025-08-08,22:36:36,Sweets,Local,No,68,17,8.51,33.7
Faras's Pan Shop,2025-07-28,10:03:32,Biscuits,International,Yes,5,5,19.14,23.14
Bhavya's Pan Shop,2025-07-29,07:29:32,Match Boxes,Local,No,60,46,38.56,612.71
Rushil's Pan Shop,2025-07-16,02:32:35,Cigarettes,International,Yes,70,18,9.0,29.38
Viraj's Pan Shop,2025-08-06,19:45:54,Soda,International,Yes,23,3,52.19,20.76
Udant's Pan Shop,2025-08-07,01:17:40,Drinks,International,Yes,94,1,19.31,3.46
Maanas's Pan Shop,2025-07-30,04:17:59,Chips,Domestic,Yes,54,14,29.62,77.47
Luke's Pan Shop,2025-07-29,14:17:51,Soda,International,Yes,61,39,43.47,192.2
Hredhaan's Pan Shop,2025-07-28,04:33:12,Jelly,Local,No,71,24,52.12,257.58
Ladli's Pan Shop,2025-07-27,05:34:57,Soanpapdi,Local,No,38,25,3.35,13.69
Viraj's Pan Shop,2025-08-09,21:52:43,Lighters,Local,Yes,78,57,47.54,472.16
Samar's Pan Shop,2025-07-21,00:50:27,Chocolates,Domestic,Yes,62,19,11.84,70.09
Warhi's Pan Shop,2025-07-27,09:48:52,Drinks,International,Yes,76,33,24.63,272.46
Maya's Pan Shop,2025-08-06,01:05:24,Biscuits,International,Yes,92,39,52.16,642.1
Christopher's Pan Shop,2025-07-28,15:36:41,Match Boxes,Local,No,11,7,9.67,13.54
Saksham's Pan Shop,2025-08-01,19:25:33,Jelly,Local,No,24,9,7.76,18.56
Quincy's Pan Shop,2025-07-31,07:00:27,Match Boxes,Local,No,92,51,10.52,160.51
Faras's Pan Shop,2025-08-08,09:26:35,Biscuits,International,Yes,60,3,16.64,5.04
Lakshmi's Pan Shop,2025-08-03,20:21:50,Lighters,Local,Yes,16,12,54.26,254.87
Yashica's Pan Shop,2025-07-15,03:26:17,Soda,International,Yes,38,4,4.53,7.23
Faras's Pan Shop,2025-07-27,05:34:02,Mysorepak,Local,No,28,16,4.32,20.9
Abha's Pan Shop,2025-07-25,05:36:00,Chocolates,International,Yes,67,55,43.64,862.38
Harsh's Pan Shop,2025-07-17,10:42:37,Chocolates,Domestic,Yes,19,8,5.07,15.93
Eesha's Pan Shop,2025-08-03,19:50:32,Cigarettes,Domestic,Yes,25,3,18.26,7.53
Leena's Pan Shop,2025-08-06,12:24:22,Chewing Gum,Domestic,Yes,89,13,39.15,161.74
Nathaniel's Pan Shop,2025-07-20,01:09:49,Soda,International,Yes,40,22,11.99,60.3
Yagnesh's Pan Shop,2025-07-22,11:04:23,Soanpapdi,Local,No,29,24,57.41,173.29
Vaishnavi's Pan Shop,2025-07-13,05:04:52,Drinks,International,Yes,73,7,41.69,38.15
William's Pan Shop,2025-07-26,23:58:06,Sweets,Local,No,66,16,23.84,147.06
Qabil's Pan Shop,2025-08-01,11:46:58,Mysorepak,Local,No,29,9,50.0,80.19
Yamini's Pan Shop,2025-07-27,13:56:59,Soanpapdi,Local,No,6,6,36.76,29.09
Upkaar's Pan Shop,2025-07-28,18:14:05,Lighters,Local,Yes,28,25,44.32,286.6
Meghana's Pan Shop,2025-07-14,05:32:53,Soanpapdi,Local,No,17,5,27.56,35.87
Upkaar's Pan Shop,2025-08-04,23:18:32,Drinks,International,Yes,66,18,6.04,23.59
Tripti's Pan Shop,2025-07-28,01:21:17,Peanuts,Local,No,71,26,40.83,247.76
Bimala's Pan Shop,2025-07-23,15:56:47,Soda,International,Yes,55,47,15.47,170.82
Warinder's Pan Shop,2025-08-06,18:32:50,Peanuts,Local,No,32,11,19.37,70.32
Nandini's Pan Shop,2025-08-01,22:23:17,Sweets,Local,No,21,2,23.11,5.9
Jeremiah's Pan Shop,2025-07-15,01:35:44,Chips,International,Yes,31,3,23.25,17.8
Naveen's Pan Shop,2025-08-06,05:02:07,Lighters,Local,Yes,89,37,59.21,585.9
Samar's Pan Shop,2025-07-29,22:13:29,Lighters,Local,Yes,41,13,30.8,69.27
Aarini's Pan Shop,2025-07-14,05:48:30,Chocolates,Domestic,Yes,28,11,13.06,19.43
Tamanna's Pan Shop,2025-07-25,00:36:48,Sweets,Local,No,69,20,2.78,11.5
Yamini's Pan Shop,2025-07-29,13:42:09,Biscuits,International,Yes,88,81,27.15,355.88
Bimala's Pan Shop,2025-07-12,11:55:32,Jelly,Local,No,62,49,58.35,858.89
Raagini's Pan Shop,2025-07-11,10:12:34,Chips,Domestic,Yes,84,76,34.31,503.38
Orinder's Pan Shop,2025-07-19,21:23:16,Peanuts,Local,No,20,10,45.37,58.44
Baghyawati's Pan Shop,2025-07-14,09:05:12,Soanpapdi,Local,No,70,55,51.14,665.1
Anirudh's Pan Shop,2025-07-17,08:31:47,Soda,Domestic,Yes,69,14,56.3,166.34
Umang's Pan Shop,2025-07-25,05:41:06,Peanuts,Local,No,8,8,39.05,33.63
Faras's Pan Shop,2025-08-02,16:22:39,Match Boxes,Local,No,85,72,48.84,1240.91
Bimala's Pan Shop,2025-07-18,10:35:20,Chewing Gum,International,Yes,15,5,30.66,47.14
Abdul's Pan Shop,2025-08-04,01:52:40,Lighters,Local,Yes,99,3,4.19,2.48
Jonathan's Pan Shop,2025-08-04,02:26:24,Cigarettes,Domestic,Yes,11,6,17.23,33.7
Orinder's Pan Shop,2025-07-17,04:06:15,Soda,International,Yes,54,22,4.15,12.75
Oliver's Pan Shop,2025-08-05,04:31:11,Mysorepak,Local,No,82,57,4.86,73.21
Mitali's Pan Shop,2025-07-11,00:02:08,Biscuits,International,Yes,53,29,48.72,362.11
Pallavi's Pan Shop,2025-08-07,00:14:03,Chocolates,International,Yes,33,15,41.34,70.14
Faqid's Pan Shop,2025-07-26,17:27:21,Chips,Domestic,Yes,48,25,16.41,58.84
Ikshita's Pan Shop,2025-08-04,00:05:06,Peanuts,Local,No,98,85,42.85,749.38
Tanmayi's Pan Shop,2025-07-12,02:44:25,Sweets,Local,No,32,8,19.91,49.79
Warinder's Pan Shop,2025-07-26,20:58:35,Chocolates,Domestic,Yes,81,7,3.48,3.65
Abdul's Pan Shop,2025-08-04,12:06:09,Cigarettes,Domestic,Yes,81,37,33.18,442.92
Samarth's Pan Shop,2025-07-23,02:15:06,Soanpapdi,Local,No,5,3,22.09,25.34
Amruta's Pan Shop,2025-07-19,07:44:24,Peanuts,Local,No,88,82,56.96,1119.31
Varsha's Pan Shop,2025-07-23,21:42:54,Drinks,Domestic,Yes,69,14,16.97,39.74
Krish's Pan Shop,2025-08-01,22:25:56,Mysorepak,Local,No,11,5,39.28,36.74
Indira's Pan Shop,2025-08-09,04:26:33,Chewing Gum,International,Yes,88,11,32.01,83.4
Yachana's Pan Shop,2025-07-13,15:04:04,Biscuits,Domestic,Yes,80,47,5.36,29.01
Ganga's Pan Shop,2025-07-17,05:47:09,Cigarettes,Domestic,Yes,94,82,59.37,633.17
Zayan's Pan Shop,2025-07-26,11:01:14,Drinks,International,Yes,7,4,17.76,26.57
Zayan's Pan Shop,2025-07-23,07:44:21,Biscuits,International,Yes,40,36,48.19,290.05
Kiaan's Pan Shop,2025-08-08,06:37:12,Chocolates,Domestic,Yes,12,10,5.22,13.84
Tejas's Pan Shop,2025-08-02,01:51:32,Soanpapdi,Local,No,98,78,17.51,276.43
Banjeet's Pan Shop,2025-08-06,16:45:36,Biscuits,Domestic,Yes,85,59,57.74,536.06
Siya's Pan Shop,2025-08-02,02:34:57,Mysorepak,Local,No,38,35,2.94,35.05
Varsha's Pan Shop,2025-08-03,12:52:13,Mysorepak,Local,No,57,45,44.34,514.07
Oni's Pan Shop,2025-07-26,23:21:10,Soanpapdi,Local,No,48,6,38.19,59.06
Banjeet's Pan Shop,2025-07-26,12:48:12,Cigarettes,International,Yes,42,7,41.76,62.88
Praneel's Pan Shop,2025-08-04,09:58:13,Mysorepak,Local,No,73,43,58.5,605.2
Yamini's Pan Shop,2025-07-16,01:29:53,Mysorepak,Local,No,28,6,24.51,31.89
Ati's Pan Shop,2025-07-17,12:59:53,Soda,International,Yes,11,10,9.29,14.82
Advaith's Pan Shop,2025-07-23,06:19:23,Chocolates,International,Yes,93,39,39.11,514.28
Avni's Pan Shop,2025-07-30,18:36:58,Soanpapdi,Local,No,44,13,57.99,268.15
Isaac's Pan Shop,2025-07-26,02:43:23,Chips,Domestic,Yes,85,21,31.4,145.34
Oliver's Pan Shop,2025-08-05,02:54:41,Biscuits,Domestic,Yes,18,1,7.68,1.93
Joshua's Pan Shop,2025-08-01,23:06:27,Soanpapdi,Local,No,22,13,59.83,80.76
Warinder's Pan Shop,2025-08-06,09:02:44,Soanpapdi,Local,No,62,20,45.52,288.91
Chameli's Pan Shop,2025-08-05,10:25:08,Sweets,Local,No,17,2,53.43,11.26
Bhavna's Pan Shop,2025-07-14,06:43:15,Cigarettes,International,Yes,28,14,39.27,92.35
Lakshmi's Pan Shop,2025-07-31,18:34:29,Chips,International,Yes,34,5,25.82,39.54
Xavier's Pan Shop,2025-08-04,14:20:13,Chewing Gum,Domestic,Yes,10,8,14.65,33.53
Warhi's Pan Shop,2025-07-30,15:47:01,Drinks,Domestic,Yes,40,28,10.33,50.07
Tanvi's Pan Shop,2025-07-12,11:40:04,Lighters,Local,Yes,56,42,4.05,54.85
Neel's Pan Shop,2025-07-25,03:00:12,Chocolates,Domestic,Yes,95,78,32.81,577.62
Sudiksha's Pan Shop,2025-08-01,23:17:25,Chocolates,Domestic,Yes,76,24,45.73,290.8
Balhaar's Pan Shop,2025-08-08,22:18:34,Chewing Gum,Domestic,Yes,95,41,49.99,792.96
Harini's Pan Shop,2025-07-31,08:13:26,Drinks,Domestic,Yes,51,38,31.61,208.53
Faras's Pan Shop,2025-07-12,03:35:10,Chips,Domestic,Yes,37,32,32.3,201.05
Faraj's Pan Shop,2025-07-15,08:24:12,Jelly,Local,No,95,14,55.93,192.7
Joshua's Pan Shop,2025-07-23,02:37:14,Jelly,Local,No,85,37,3.11,28.03
Aradhana's Pan Shop,2025-08-01,05:51:34,Soda,International,Yes,71,61,23.41,284.99
Bhavya's Pan Shop,2025-07-23,20:51:39,Match Boxes,Local,No,61,45,9.74,57.81
Bakhshi's Pan Shop,2025-08-07,08:58:35,Jelly,Local,No,40,10,14.41,40.61
Ojasvi's Pan Shop,2025-07-12,03:30:13,Chewing Gum,International,Yes,55,54,39.52,244.97
Gaurav's Pan Shop,2025-08-04,13:34:47,Soda,Domestic,Yes,31,13,43.83,67.03
Mahika's Pan Shop,2025-07-22,18:53:11,Biscuits,Domestic,Yes,6,2,29.07,9.59
Banjeet's Pan Shop,2025-07-19,20:25:48,Cigarettes,Domestic,Yes,73,67,49.71,452.37
Rudra's Pan Shop,2025-08-01,06:33:18,Soanpapdi,Local,No,19,18,49.28,224.67
Jagat's Pan Shop,2025-07-15,13:10:16,Match Boxes,Local,No,77,53,42.72,481.05
Hredhaan's Pan Shop,2025-07-21,09:19:28,Biscuits,Domestic,Yes,67,15,8.86,27.13
Vedhika's Pan Shop,2025-07-14,22:45:14,Peanuts,Local,No,44,18,30.86,154.64
Damini's Pan Shop,2025-08-01,09:37:03,Cigarettes,International,Yes,79,21,32.67,177.03
Rushil's Pan Shop,2025-07-29,14:24:37,Mysorepak,Local,No,87,66,42.86,352.26
Ganga's Pan Shop,2025-07-16,14:14:39,Chocolates,International,Yes,11,10,8.69,17.92
Neha's Pan Shop,2025-08-03,01:56:48,Match Boxes,Local,No,41,9,38.5,131.69
Nandini's Pan Shop,2025-07-21,11:20:31,Soanpapdi,Local,No,85,39,55.3,752.07
Janya's Pan Shop,2025-08-09,16:40:41,Chips,Domestic,Yes,60,12,49.82,155.48
Vaishnavi's Pan Shop,2025-08-03,06:25:25,Jelly,Local,No,88,10,53.86,84.61
Lekha's Pan Shop,2025-07-22,00:54:28,Drinks,International,Yes,42,35,17.44,114.21
Rohan's Pan Shop,2025-08-03,13:49:32,Chocolates,International,Yes,47,10,41.29,51.27
Mekhala's Pan Shop,2025-07-11,17:09:59,Soanpapdi,Local,No,54,23,20.12,156.64
Maanas's Pan Shop,2025-08-04,05:02:24,Mysorepak,Local,No,22,5,19.42,17.25
Yashoda's Pan Shop,2025-07-31,17:23:01,Match Boxes,Local,No,34,24,40.46,193.09
Nilima's Pan Shop,2025-07-11,18:50:48,Lighters,Local,Yes,65,41,41.58,510.96
Jhalak's Pan Shop,2025-07-25,09:43:23,Chocolates,International,Yes,34,19,43.02,310.01
Dalbir's Pan Shop,2025-07-17,02:42:02,Peanuts,Local,No,53,44,44.81,684.76
Janya's Pan Shop,2025-07-23,07:20:50,Biscuits,Domestic,Yes,17,2,14.31,8.78
Kamya's Pan Shop,2025-07-11,16:43:40,Soanpapdi,Local,No,52,6,40.21,87.89
Tanveer's Pan Shop,2025-07-21,19:16:12,Biscuits,Domestic,Yes,51,34,11.52,46.33
Jai's Pan Shop,2025-08-09,08:34:41,Peanuts,Local,No,81,63,57.13,1352.92
Jonathan's Pan Shop,2025-07-13,18:18:45,Mysorepak,Local,No,35,15,20.99,39.09
Vincent's Pan Shop,2025-08-02,10:17:47,Chips,International,Yes,37,37,29.21,192.19
Ganga's Pan Shop,2025-07-19,08:56:18,Drinks,International,Yes,65,60,16.9,125.23
Siddharth's Pan Shop,2025-07-15,06:27:46,Jelly,Local,No,75,32,51.54,579.72
Victor's Pan Shop,2025-07-22,03:44:11,Sweets,Local,No,54,52,46.03,369.33
Upkaar's Pan Shop,2025-07-16,22:10:51,Soda,Domestic,Yes,49,33,18.49,87.53
Harish's Pan Shop,2025-07-29,08:25:04,Lighters,Local,Yes,98,73,42.05,602.83
Triveni's Pan Shop,2025-07-12,14:54:40,Chewing Gum,Domestic,Yes,64,39,51.82,788.95
Frado's Pan Shop,2025-07-20,10:17:50,Jelly,Local,No,48,8,6.41,6.78
Yash's Pan Shop,2025-07-23,14:36:31,Soanpapdi,Local,No,32,10,5.55,12.1
Orinder's Pan Shop,2025-07-30,03:14:31,Biscuits,International,Yes,33,6,38.33,79.36
Onveer's Pan Shop,2025-08-08,04:00:29,Chewing Gum,Domestic,Yes,45,26,9.14,77.8
Adya's Pan Shop,2025-08-07,22:36:38,Peanuts,Local,No,78,49,2.46,17.56
William's Pan Shop,2025-08-01,11:34:39,Mysorepak,Local,No,28,10,52.25,70.12
Ekanta's Pan Shop,2025-07-30,20:26:44,Mysorepak,Local,No,65,9,44.0,91.66
Vedhika's Pan Shop,2025-07-19,02:23:36,Soda,International,Yes,48,22,34.15,161.97
Krishna's Pan Shop,2025-07-17,00:55:16,Drinks,International,Yes,25,7,47.22,89.1
Andrew's Pan Shop,2025-07-30,23:47:51,Chocolates,International,Yes,35,2,48.88,36.96
William's Pan Shop,2025-07-29,09:12:39,Sweets,Local,No,6,3,40.94,36.35
Samarth's Pan Shop,2025-07-22,08:16:00,Match Boxes,Local,No,73,32,3.32,11.95
Faqid's Pan Shop,2025-07-24,19:41:10,Sweets,Local,No,36,20,41.83,233.8
Jagat's Pan Shop,2025-08-08,03:38:25,Peanuts,Local,No,21,10,37.42,115.49
